sample_ID,o18corr  ,c13corr  ,Tree_ID,canopy_cover,soil_depth
20210310__Grzywacz_Tray1a_603_2018,28.38563475,-23.48045409,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2017,28.25855772,-23.74713391,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2016,27.57651679,-24.05237656,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2015,27.23021592,-24.18315435,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2014,27.54539331,-24.12213831,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2013,27.83567564,-23.62558142,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2012,26.297892,-23.99904613,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2011,27.17385887,-23.69837159,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2010,27.40239413,-23.72572723,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2009,27.32170579,-23.69641115,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2008,27.98736134,-23.54637125,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2007,28.31994836,-23.47938632,603,83.5,277.5
20210310__Grzywacz_Tray1a_603_2006,27.77607841,-23.62562647,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2005,27.7462627,-24.06590309,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2004,28.90989014,-23.876749,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2003,28.1526516,-23.82850701,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2002,27.81724935,-23.7511397,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2001,27.27637155,-23.61129403,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_2000,29.45427563,-22.91717925,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1999,28.50764683,-23.2100052,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1998,27.30496788,-23.51712,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1997,27.10037492,-23.50567927,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1996,27.61747523,-23.33660106,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1995,28.03845046,-23.15062374,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1994,28.27422087,-23.189962,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1992,27.87763056,-23.60450068,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1990,29.018222,-23.20411517,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1989,27.06104179,-22.96727276,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1988,27.77876896,-22.45810513,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1987,27.93929769,-22.26857954,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1986,26.62365693,-22.78335143,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1985,27.22668319,-22.4247241,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1984,27.53087826,-22.23712802,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1982,28.09968658,-22.43559381,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1981,27.36287147,-22.37637864,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1980,26.92400622,-21.97232827,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1979,26.94481114,-22.35051052,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1977,28.32901973,-22.62039905,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1976,27.7389268,-22.51917363,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1975,25.16944786,-23.24665213,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1972,28.09769933,-22.36206772,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1971,26.66467659,-22.9987297,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1970,28.82851071,-21.85315413,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1969,27.60098547,-22.21282718,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1968,27.1797384,-22.30251761,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1967,28.51022735,-22.27448945,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1966,29.00737193,-22.03126018,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1965,,,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1964,29.62280866,-22.21003992,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1962,28.41207248,-22.0790896,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1961,30.59220124,-21.68769205,603,83.5,277.5
20210313__Grzywacz_Tray1b_Tray2a_603_1960,27.54078914,-22.20995755,603,83.5,277.5
20210316__Grzywacz_Tray1b_Tray2a_603_1963,28.81226555,-22.13512164,603,83.5,277.5
20210329__Grzywacz_Tray4b_Tray5a_604_2018,28.37215528,-22.89719664,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2017,28.21111794,-22.94888393,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2016,27.95301501,-23.08192321,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2015,29.40149441,-23.40544201,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2014,28.58237545,-23.31674402,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2013,27.57344011,-23.23370327,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2012,28.32847699,-23.18229347,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2011,27.56202777,-23.17487587,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2010,26.36790892,-23.66373457,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2009,27.71890083,-23.26155198,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2008,27.41437822,-23.24552757,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2007,27.58999699,-23.4827627,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2006,28.30104815,-23.24942853,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2005,27.35543737,-23.48712152,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2004,28.91382243,-23.1029393,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2003,28.4277568,-23.31971673,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2002,27.90698364,-23.1978966,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2001,28.09857186,-22.98517772,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_2000,27.39800291,-22.90266514,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1999,28.1539842,-22.67099715,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1998,28.00092856,-22.75322851,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1997,28.33344784,-22.75801728,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1996,28.17965709,-22.7156931,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1995,28.13191624,-22.37225822,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1994,27.01947909,-22.82588555,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1993,25.87114634,-23.15537069,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1992,27.19659174,-22.64950482,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1991,25.95151,-23.10882429,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1990,26.41128918,-22.86181568,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1989,26.28312422,-22.99645721,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1988,27.4920868,-22.06645961,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1986,27.21077943,-21.85587019,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1985,25.78652084,-22.09316334,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1984,26.21583213,-21.95175463,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1983,27.93691653,-21.62741118,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1982,27.87704119,-21.87895124,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1981,28.92427722,-21.30831742,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1980,28.11039988,-21.62153429,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1979,27.307375,-21.59773595,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1978,25.57527981,-22.42407236,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1976,26.46442541,-22.06919041,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1975,27.1876093,-21.71831277,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1974,26.72220338,-21.75382639,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1973,27.37255452,-22.14986361,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1972,27.38437217,-22.06002165,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1971,27.00352264,-21.64491483,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1970,25.15482104,-22.27485812,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1969,27.65625676,-21.9133156,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1968,27.88612716,-21.63590107,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1967,26.74604542,-22.11565754,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1966,27.83981215,-21.89919255,604,76,237.5
20210329__Grzywacz_Tray4b_Tray5a_604_1965,28.35189233,-21.53011179,604,76,237.5
20210527__Grzywacz_Tray5b_Tray6a_604_1964,27.61781256,-21.22663034,604,76,237.5
20210527__Grzywacz_Tray5b_Tray6a_604_1963,28.11301693,-21.07995527,604,76,237.5
20210527__Grzywacz_Tray5b_Tray6a_604_1962,27.77174608,-21.26827544,604,76,237.5
20210527__Grzywacz_Tray5b_Tray6a_604_1961,27.58449703,-21.38229428,604,76,237.5
20210527__Grzywacz_Tray5b_Tray6a_604_1960,27.35930751,-21.18753345,604,76,237.5
20210316__Grzywacz_Tray2b_Tray3a_605_2018,29.40860925,-22.94165969,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2017,28.32309399,-22.91790853,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2016,27.46657339,-23.74340478,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2015,29.59245508,-23.45256,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2014,27.96315589,-23.78935575,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2013,27.27794701,-23.64812583,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2012,27.61098593,-23.53351311,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2011,27.22323607,-23.59364886,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2010,27.93147371,-23.33651569,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2009,27.30766919,-23.46602147,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2008,28.59610716,-23.46069801,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2007,28.76406178,-23.46497537,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2006,29.07351185,-22.87482311,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2005,28.92859676,-23.06027838,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2003,29.02893914,-22.98311809,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2002,29.26797556,-22.4399319,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_2000,28.10341081,-22.70631568,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1999,27.27636812,-23.85248723,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1998,27.60473818,-23.52119551,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1997,28.11190846,-23.42456043,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1996,26.92531865,-23.71750211,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1995,25.68497512,-23.54674139,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1994,27.0451583,-23.54673252,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1993,27.78096763,-23.08424878,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1992,27.92415374,-22.98228742,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1991,27.3329188,-23.11826067,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1990,27.97428453,-23.09145902,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1989,27.86623855,-22.93765582,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1988,27.55656284,-22.43188071,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1987,28.44006494,-22.68814189,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1986,27.91667175,-22.66910635,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1985,27.08583136,-22.90564707,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1984,27.01317087,-22.57066787,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1983,27.22708902,-22.67152972,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1982,27.10502276,-22.7001853,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1981,27.34411043,-22.23825423,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1980,28.08354782,-21.96647659,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1979,27.41512684,-22.32518829,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1978,27.08766472,-22.55931931,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1977,27.98829775,-22.24765626,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1976,28.05162624,-22.13501059,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1975,27.47204414,-21.94639185,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1974,27.34609079,-22.08208738,605,79.25,591.25
20210316__Grzywacz_Tray2b_Tray3a_605_1973,27.18399782,-22.61841044,605,79.25,591.25
20210319__Grzywacz_Tray2b_Tray3a_605_2004,28.73418517,-23.34260316,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1972,27.54930407,-22.45776199,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1971,28.3421775,-21.76337926,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1970,26.91629768,-22.3916371,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1969,25.93728258,-22.85713036,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1968,26.43296211,-22.69105505,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1964,24.23248928,-23.04810526,605,79.25,591.25
20210319__Grzywacz_Tray3b_605_1961,27.78198757,-22.25404205,605,79.25,591.25
20210527__Grzywacz_Tray5b_Tray6a_606_2018,28.27661864,-24.73921944,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2017,28.66542938,-24.60688329,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2016,28.22795656,-24.83750567,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2015,28.18436178,-24.92757819,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2014,27.66654681,-25.16084959,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2013,27.92909076,-24.82325621,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2012,27.82322957,-25.44920308,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2011,27.48137503,-25.0912807,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2010,28.24202214,-25.6870452,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2009,28.93841354,-24.86101094,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2008,27.74577963,-25.39686217,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2007,28.35113181,-25.08665586,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2006,27.34992628,-25.0878092,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2005,26.74641386,-25.30206704,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_606_2004,27.10792874,-25.70785173,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_2003,27.73813668,-25.21829824,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_2002,28.1893913,-24.6078327,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_2001,28.57274622,-24.53790929,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_2000,28.27752697,-24.5951916,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1998,28.54745598,-24.53886819,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1997,,,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1996,28.1081093,-24.78641349,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1995,27.36735287,-25.06123324,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1994,28.05454503,-25.01786522,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1993,26.69743949,-25.56963368,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1992,26.64670976,-25.16717792,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1991,27.57170911,-24.76737696,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1990,27.42590508,-24.76278843,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1989,27.66516207,-24.7214483,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1988,28.088704,-25.16817595,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1986,27.86089593,-25.14377063,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1985,27.08757414,-25.15833082,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1984,26.4998495,-25.1028372,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1983,27.93923702,-24.72975854,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1982,26.89662474,-24.88027247,606,83.25,507.5
20210529__Grzywacz_Tray6b_606_1981,27.75514595,-24.52878282,606,83.25,507.5
20210527__Grzywacz_Tray5b_Tray6a_607_2018,26.99747606,-22.69433198,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2017,27.84728445,-22.35158089,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2016,28.35862031,-22.28532362,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2015,28.13373635,-22.38152429,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2014,28.19793684,-22.14351653,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2013,27.52879002,-22.39000468,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2012,27.59021396,-22.25326618,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2011,27.35306448,-22.61273302,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2010,26.6192855,-22.67937679,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2006,28.25398142,-22.36320888,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2005,27.81428877,-22.69599225,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2004,27.11911845,-23.33974546,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2003,27.68097401,-22.98776814,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2002,27.58121526,-22.78435001,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2001,27.21132712,-22.69775976,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_2000,27.37194424,-22.33011499,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1999,26.76990444,-22.91936,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1998,26.69755751,-22.66720963,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1997,27.68353603,-22.33065843,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1996,26.62632293,-22.33696132,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1995,26.45123052,-22.28971961,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1994,26.89374698,-22.33488806,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1993,26.12254735,-22.38650338,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1992,25.72698061,-22.55009421,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1991,26.06589878,-22.84990592,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1990,26.1508146,-23.09787008,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1989,26.14463378,-22.46371675,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1988,26.2795112,-22.26450701,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1987,26.17475549,-22.41706854,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1986,25.35849411,-22.8010481,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1985,24.87792599,-22.54804632,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1984,24.61192723,-22.79794252,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1983,26.39079157,-22.63317799,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1982,27.52331141,-21.7241938,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1981,27.64725923,-21.42503879,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1980,28.10505154,-21.5505505,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1979,27.46859343,-21.62909814,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1978,26.59737054,-22.72581322,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1977,26.01708708,-22.72378872,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1974,25.24179095,-23.40926062,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1973,25.3300436,-23.54058329,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1972,25.41727089,-23.43376979,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1971,25.54469228,-22.9247474,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1970,26.05132588,-22.52748039,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1969,25.9068075,-22.77916451,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1968,26.66184328,-22.34060862,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1966,27.1541486,-22.36501794,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1965,26.86985184,-22.19092455,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1964,27.98513859,-21.67279899,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1963,27.50012833,-22.0089483,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1962,27.76525671,-21.81614864,607,86.25,443.75
20210527__Grzywacz_Tray5b_Tray6a_607_1960,27.53237155,-22.21887724,607,86.25,443.75
20210319__Grzywacz_Tray3b_609_2018,26.84745682,-24.18182205,609,34,372.5
20210319__Grzywacz_Tray3b_609_2017,28.82768037,-23.64344246,609,34,372.5
20210319__Grzywacz_Tray3b_609_2016,28.12673142,-23.50366381,609,34,372.5
20210319__Grzywacz_Tray3b_609_2015,28.21722393,-23.49064403,609,34,372.5
